row_id,comment_id,video_id,comment,comment_clean,published_at,updated_at,comment_like_count,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,sentiment
2454,Ugwxuh2hwF8T9mCyW2V4AaABAg,HqUPafewLNg,wkwkwk😂😂😂😂😂😂😅😅😅😅😂😂,wkwkwk😂😂😂😂😂😂😅😅😅😅😂😂,2026-09-12T07:55:50Z,2026-09-12T07:55:50Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2455,UgziFg4WuETW_4-e9up4AaABAg,HqUPafewLNg,"😂😂😂
😂😂😂
😂😂😂
😂😂😂
😂😂😂",😂😂😂 😂😂😂 😂😂😂 😂😂😂 😂😂😂,2026-09-12T07:47:30Z,2026-09-12T07:47:30Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2456,Ugxf5MVcdRB0GhDWNEl4AaABAg,HqUPafewLNg,Tebu itu bang bukan bambu,tebu itu bang bukan bambu,2026-09-12T07:23:57Z,2026-09-12T07:23:57Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2457,Ugz3EXzbKvK6O8y8ahR4AaABAg,HqUPafewLNg,Yang terakhir aku lagi makan lagi😅😅,yang terakhir aku lagi makan lagi😅😅,2026-09-12T07:21:47Z,2026-09-12T07:21:47Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,negative
2458,UgyKn5yke-u1uZceTox4AaABAg,HqUPafewLNg,Kata Mulutnya Bilek bang udh bang udh,kata mulutnya bilek bang udh bang udh,2026-09-12T07:18:15Z,2026-09-12T07:18:15Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2459,Ugy9rprHzNo4-6_1jr14AaABAg,HqUPafewLNg,Itu bukan bambu aku pernah makan loh enak sekali😊,itu bukan bambu aku pernah makan loh enak sekali😊,2026-09-12T06:54:06Z,2026-09-12T06:54:06Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,positive
2460,UgxHaWbMIt9fgSx1SOZ4AaABAg,HqUPafewLNg,Itu tebo bang,itu tebo bang,2026-09-12T06:49:28Z,2026-09-12T06:49:28Z,1,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2461,Ugw4P0mAoFqeQmJepVN4AaABAg,HqUPafewLNg,😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2026-09-12T06:35:05Z,2026-09-12T06:35:05Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2462,UgwumGZzvQnfU1PCSw94AaABAg,HqUPafewLNg,Tebu bang bukan bambu,tebu bang bukan bambu,2026-09-12T05:46:30Z,2026-09-12T05:46:30Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2463,Ugz1MnkUM-Dps1h0Bvl4AaABAg,HqUPafewLNg,😂😂😂😂,😂😂😂😂,2026-09-12T05:33:33Z,2026-09-12T05:33:33Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2464,UgxYxJtghKQnVLb4K7Z4AaABAg,HqUPafewLNg,"""yEkK"" aduh perut ku ketawa sama pas cina makan nya aku gitu😅😅😅","""yekk"" aduh perut ku ketawa sama pas cina makan nya aku gitu😅😅😅",2026-09-12T05:30:19Z,2026-09-12T05:30:19Z,1,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,negative
2465,Ugzq5HjEs_37JjlOLtl4AaABAg,HqUPafewLNg,Ngakak sama aulia,ngakak sama aulia,2026-09-12T05:29:22Z,2026-09-12T05:29:22Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2466,UgylRlYnxAc-xwCvzjd4AaABAg,HqUPafewLNg,Oy di indo doang yang ada mbg😂😂,oy di indo doang yang ada mbg😂😂,2026-09-12T05:27:20Z,2026-09-12T05:27:20Z,1,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,negative
2467,UgyujyjY6M0X6piAyOV4AaABAg,HqUPafewLNg,arik,arik,2026-09-12T05:18:56Z,2026-09-12T05:18:56Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2468,UgxdMKGvjynZG0mT6LB4AaABAg,HqUPafewLNg,Fhfgfgh😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😂😂😂😂😂😂😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆arik,fhfgfgh😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😂😂😂😂😂😂😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆arik,2026-09-12T05:18:41Z,2026-09-12T05:18:41Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2469,Ugy8bfIcRk-b0khi_Dd4AaABAg,HqUPafewLNg,Tebu gak sih,tebu gak sih,2026-09-12T05:13:13Z,2026-09-12T05:13:13Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2470,UgwpGoe0y_x2GQ9c8Sp4AaABAg,HqUPafewLNg,lanjut part 3 nya bang ngakak banget😂😂😂😂😂,lanjut part 3 nya bang ngakak banget😂😂😂😂😂,2026-09-12T05:06:57Z,2026-09-12T05:06:57Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2471,Ugy9ytd4JW098tJ9xjh4AaABAg,HqUPafewLNg,jangan di buat buat bang ketawa nyaa,jangan di buat buat bang ketawa nyaa,2026-09-12T05:02:37Z,2026-09-12T05:02:37Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2472,UgzgNdv0jUU2EMfaIhl4AaABAg,HqUPafewLNg,Studiodkcn😢,studiodkcn😢,2026-09-12T04:42:23Z,2026-09-12T04:42:23Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2473,UgxwZOfyLvALe7sjD2x4AaABAg,HqUPafewLNg,"🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣
ZZZZZZŹŹZZZZ,,,ZZZZZZZ
ZZŹZZZZZZZZZZZZZZZZZ
X̌XX̌XX̌XXXXXXXXXXXXXXX
XX̌XXXXXCCCXXXXXXXXXX","🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣 zzźźzz,,zz zzźzz x̌xx̌xx̌xx xx̌xxccxx",2026-09-12T04:32:11Z,2026-09-12T04:32:11Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2474,UgzhkMT5dXJw7WFuC-d4AaABAg,HqUPafewLNg,Sampe batuk bah 😂😂😂😂,sampe batuk bah 😂😂😂😂,2026-09-12T03:51:18Z,2026-09-12T03:51:18Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2475,UgxWb0zI0og0_3eXERF4AaABAg,HqUPafewLNg,Pov jadi citah di akhir:hueeek,pov jadi citah di akhir:hueek,2026-09-12T03:40:10Z,2026-09-12T03:40:10Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2476,UgwCx0HhFHDMsQWp1xh4AaABAg,HqUPafewLNg,Bukan bukan bambu bang itu tebu😂😂😂😂,bukan bukan bambu bang itu tebu😂😂😂😂,2026-09-12T03:34:15Z,2026-09-12T03:34:15Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2477,UgwfkV43LmuWrxhFtnJ4AaABAg,HqUPafewLNg,Wo.gua.masih.makka,wo.gua.masih.makka,2026-09-12T02:25:44Z,2026-09-12T02:25:44Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2478,UgxWz_tpIcv9TjSqnUN4AaABAg,HqUPafewLNg,Bang yg makan kerang aku gak suka kerang aku baru mutah loh bang,bang yg makan kerang aku gak suka kerang aku baru mutah loh bang,2026-09-12T02:17:34Z,2026-09-12T02:17:34Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2479,Ugz_EVR3WUmk5GIjUQJ4AaABAg,HqUPafewLNg,Penuh kali mulutnya,penuh kali mulutnya,2026-09-12T02:12:27Z,2026-09-12T02:12:27Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2480,Ugxiq6gzhwbabfwo8W14AaABAg,HqUPafewLNg,Jujur pen yang turkii😭,jujur pen yang turkii😭,2026-09-12T01:52:08Z,2026-09-12T01:52:08Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2481,UgyPkW6BVYDzd-F0Z4V4AaABAg,HqUPafewLNg,Croisantt malah jadi roti buaya😂😂,croisantt malah jadi roti buaya😂😂,2026-09-12T01:46:48Z,2026-09-12T01:46:48Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2482,Ugzx6tV0vuT01ORtlMh4AaABAg,HqUPafewLNg,Aduhh lagi batuk ketawa😂,aduhh lagi batuk ketawa😂,2026-09-12T01:19:40Z,2026-09-12T01:19:40Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2483,UgwPD-2G4iGDAFXXZhp4AaABAg,HqUPafewLNg,bukanya prancis gak boleh pakai tangan,bukanya prancis gak boleh pakai tangan,2026-09-12T00:06:14Z,2026-09-12T00:06:14Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2484,UgxfrclqtHWvp7u9tgF4AaABAg,HqUPafewLNg,Yang ketawa gay,yang ketawa gay,2026-09-12T00:03:56Z,2026-09-12T00:03:56Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2485,UgzGjvAzv-Z85_k13Xt4AaABAg,HqUPafewLNg,Itu tebu bang bukan bambu😅,itu tebu bang bukan bambu😅,2026-09-11T23:27:55Z,2026-09-11T23:27:55Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2486,UgylyHZFWrprsXzW1ht4AaABAg,HqUPafewLNg,Kesek peller,kesek peller,2026-09-11T23:21:45Z,2026-09-11T23:21:45Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2487,Ugwz0PniZvnPYH-tasF4AaABAg,HqUPafewLNg,MBG arab paling kocak🤣🤣🤣,mbg arab paling kocak🤣🤣🤣,2026-09-11T17:44:42Z,2026-09-11T17:44:42Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,negative
2488,UgxxG2axsUmUK9lDqkx4AaABAg,HqUPafewLNg,nge lawak jir😅😅,nge lawak jir😅😅,2026-09-11T16:53:19Z,2026-09-11T16:53:19Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2489,Ugx1c1dLgfNsnq60wr54AaABAg,HqUPafewLNg,1%   😢🥺🥺😭,1% 😢🥺🥺😭,2026-09-11T14:53:06Z,2026-09-11T14:53:06Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2490,UgydHGqOjKHlMPuE5Jp4AaABAg,HqUPafewLNg,Itu tebu bang bukan bambu,itu tebu bang bukan bambu,2026-09-11T14:47:40Z,2026-09-11T14:47:40Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2491,UgxKCjQFBONBl_VJF3h4AaABAg,HqUPafewLNg,Aku lagi makan😢,aku lagi makan😢,2026-09-11T14:46:35Z,2026-09-11T14:46:35Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,negative
2492,UgxyJW-D_4FBQCOEkHx4AaABAg,HqUPafewLNg,😂😂😂❤❤😢😮😊gglaka,😂😂😂❤❤😢😮😊gglaka,2026-09-11T14:41:11Z,2026-09-11T14:41:11Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2493,Ugzqe8OSEuA6b1wjfjZ4AaABAg,HqUPafewLNg,Bang itu tebu bukan bambu,bang itu tebu bukan bambu,2026-09-11T14:18:51Z,2026-09-11T14:18:51Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2494,Ugw8rxjk8NhCQmXNNsZ4AaABAg,HqUPafewLNg,Bag Cuba lihat rotinya biaya cok 😂😂😂😂😂😂😂😂😂,bag cuba lihat rotinya biaya cok 😂😂😂😂😂😂😂😂😂,2026-09-11T14:16:41Z,2026-09-11T14:16:41Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2495,Ugy18OUkGAVAMkYlOO14AaABAg,HqUPafewLNg,croissant nya bentuk cicak,croissant nya bentuk cicak,2026-09-11T13:41:01Z,2026-09-11T13:41:01Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2496,UgzFcVwsnR6IUtnA5oh4AaABAg,HqUPafewLNg,Itu tebu Bang,itu tebu bang,2026-09-11T13:09:54Z,2026-09-11T13:09:54Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2497,UgwmWmOiIduzEhrm8Xx4AaABAg,HqUPafewLNg,"Itu yang dari cina, bukan bambu tapi tebu bang","itu yang dari cina, bukan bambu tapi tebu bang",2026-09-11T12:56:52Z,2026-09-11T12:56:52Z,1,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2498,Ugya2KB8s9i2p5nfD5F4AaABAg,HqUPafewLNg,kok yang Turki yang pertama es krim nya tumpah😭,kok yang turki yang pertama es krim nya tumpah😭,2026-09-11T12:07:56Z,2026-09-11T12:07:56Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2499,UgwyOgAChMj8-op65MB4AaABAg,HqUPafewLNg,Itu buah tebu kak bukan bambu😅😊,itu buah tebu kak bukan bambu😅😊,2026-09-11T11:40:03Z,2026-09-11T11:40:03Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2500,UgxMpbmctt0Ux85Dl-F4AaABAg,HqUPafewLNg,"""huekk"" 😭😭","""huekk"" 😭😭",2026-09-11T11:36:39Z,2026-09-11T11:36:39Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2501,UgyCNQQKeWUg7wvyrzN4AaABAg,HqUPafewLNg,Bukan bambu tapi tebu,bukan bambu tapi tebu,2026-09-11T10:17:14Z,2026-09-11T10:17:14Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2502,Ugwsh5gm5PKRile4YEB4AaABAg,HqUPafewLNg,itu buah  tebu bang,itu buah tebu bang,2026-09-11T10:07:07Z,2026-09-11T10:07:07Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2503,Ugx7AJYBPU08ynHWf0N4AaABAg,HqUPafewLNg,Bambu nya tu bg itu tebu bg,bambu nya tu bg itu tebu bg,2026-09-11T09:32:38Z,2026-09-11T09:32:38Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2504,Ugx49wBRw4HCj2PPpmp4AaABAg,HqUPafewLNg,Itu namanya tebu bang emang dia mirip bambu tapi beda jenis beda kalau bambu yang bisa di makan cuma rebung bambu yang masih kecil kalau tebu batangnya bisa dimakan rasanya manis😊,itu namanya tebu bang emang dia mirip bambu tapi beda jenis beda kalau bambu yang bisa di makan cuma rebung bambu yang masih kecil kalau tebu batangnya bisa dimakan rasanya manis😊,2026-09-11T08:59:33Z,2026-09-11T08:59:33Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,positive
2505,UgzbIyFk9NWu4h75kgx4AaABAg,HqUPafewLNg,China tebu bang bukan bambu,china tebu bang bukan bambu,2026-09-11T07:21:05Z,2026-09-11T07:21:05Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2506,UgzReUZBE_402wUa8bR4AaABAg,HqUPafewLNg,bukan bambu itu tebu bang,bukan bambu itu tebu bang,2026-09-11T06:03:21Z,2026-09-11T06:03:21Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2507,UgxFRIB6qBhBfzuZc8Z4AaABAg,HqUPafewLNg,lucu banget 😂😂😂😂😂😂😂,lucu banget 😂😂😂😂😂😂😂,2026-09-11T05:51:37Z,2026-09-11T05:51:37Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2508,Ugyj5LL6yXEqxIenyH54AaABAg,HqUPafewLNg,Bim salabim abra Al Jafra Ade Terlalu Manis jatuh cinta ini muka lucu-lucu😂😂😂😂😂😂😂😂😂😂,bim salabim abra al jafra ade terlalu manis jatuh cinta ini muka lucu-lucu😂😂😂😂😂😂😂😂😂😂,2026-09-11T05:05:34Z,2026-09-11T05:05:34Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2509,UgwNuU0Hdm8O5tVkidB4AaABAg,HqUPafewLNg,"Kok muka mirip Bahlil
😂",kok muka mirip bahlil 😂,2026-09-11T04:30:31Z,2026-09-11T04:30:31Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2510,UgygV8yCun86UES4c-F4AaABAg,HqUPafewLNg,Itu kenapa yang china pake topi upacara atau topi sekolah,itu kenapa yang china pake topi upacara atau topi sekolah,2026-09-11T04:13:28Z,2026-09-11T04:13:28Z,1,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2511,Ugyc5XJhckzJbsfq6yV4AaABAg,HqUPafewLNg,Bukan bambu tapi tebu,bukan bambu tapi tebu,2026-09-11T03:11:06Z,2026-09-11T03:11:06Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2512,UgztvmdEPTOj9Ig0lb14AaABAg,HqUPafewLNg,Prancis dasi nya dasi sd nyak🥰👊,prancis dasi nya dasi sd nyak🥰👊,2026-09-11T02:40:55Z,2026-09-11T02:40:55Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2513,UgxEPsIBEgULPV07-XB4AaABAg,HqUPafewLNg,hahahahahahaha,hahahahahahaha,2026-09-11T02:25:20Z,2026-09-11T02:25:20Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2514,Ugz0uZhp2u3xedZt7p14AaABAg,HqUPafewLNg,😅😅😂😂,😅😅😂😂,2026-09-11T02:24:23Z,2026-09-11T02:24:23Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2515,UgwiMxSpJMuVpHhDPzt4AaABAg,HqUPafewLNg,😂😂😂😂😅😅😅,😂😂😂😂😅😅😅,2026-09-11T02:08:01Z,2026-09-11T02:08:01Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2516,UgzhAGB5RlR76J0s1WV4AaABAg,HqUPafewLNg,Orang Cina makan bambu mang ya,orang cina makan bambu mang ya,2026-09-11T01:48:17Z,2026-09-11T01:48:17Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2517,UgzxMe56wkya3kag-DR4AaABAg,HqUPafewLNg,Tebu itu bang,tebu itu bang,2026-09-11T01:12:37Z,2026-09-11T01:12:37Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2518,Ugwk_y679afW6b1W-RZ4AaABAg,HqUPafewLNg,Sadar gak sih di turki tadi pas prank eskrim nya yg pertama jatuh 😂,sadar gak sih di turki tadi pas prank eskrim nya yg pertama jatuh 😂,2026-09-11T00:46:49Z,2026-09-11T00:46:49Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2519,Ugy4DXN24uoTTDuzHQN4AaABAg,HqUPafewLNg,Tebu di kira bamboo😂,tebu di kira bamboo😂,2026-09-10T16:29:51Z,2026-09-10T16:29:51Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2520,UgzJEb-ryvBoh5zqYV94AaABAg,HqUPafewLNg,Bang yang cina itu bukan bambu itu tebu,bang yang cina itu bukan bambu itu tebu,2026-09-10T15:36:34Z,2026-09-10T15:36:34Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
2521,UgzfmI8t422P6PFB7j14AaABAg,HqUPafewLNg,😂😂😂,😂😂😂,2026-09-10T14:42:57Z,2026-09-10T14:42:57Z,0,Ada lagi lanjutannya ternyaata🗿#shorts ,UCl2WBXzQlIPQEWnLMKCUHDg,Rizky Aulia,2026-03-21T07:00:26Z,33619103,499107,8980,neutral
